id retweet_count favorite_count
733482008106668032 993 3261
733460102733135873 1342 4348
733109485275860992 17718 51002
732732193018155009 559 2521
732726085725589504 927 3663
732585889486888962 815 3802
732375214819057664 2651 8379
732005617171337216 5742 15456
731285275100512256 1032 3616
731156023742988288 1339 3968
730924654643314689 2082 6347
730573383004487680 2259 5087
730427201120833536 1100 3588
730211855403241472 1109 3961
730196704625098752 2025 5040
729854734790754305 1184 4181
729838605770891264 405 1764
729823566028484608 1304 4128
729463711119904772 2435 6007
729113531270991872 344 1952
728986383096946689 857 3263
728760639972315136 1790 4839
728751179681943552 709 2872
728653952833728512 1087 3423
728409960103686147 2105 5078
728387165835677696 1005 3799
728046963732717569 1239 4456
728035342121635841 1753 4708
728015554473250816 1157 4242
727685679342333952 665 3039
727644517743104000 1832 6102
727524757080539137 1281 4622
727314416056803329 786 3448
727286334147182592 856 3146
727175381690781696 1450 4023
727155742655025152 1396 3765
726935089318363137 2577 7122
726887082820554753 1585 3970
726828223124897792 1046 3675
726224900189511680 1203 4563
725842289046749185 2783 7283
725786712245440512 1429 4304
725729321944506368 1876 5366
725458796924002305 654 1456
724983749226668032 1369 3839
724771698126512129 674 2455
724405726123311104 1725 5477
724049859469295616 1857 4465
724046343203856385 590 2748
724004602748780546 1647 4324
723912936180330496 1291 4028
723688335806480385 3122 7949
723673163800948736 935 3126
723179728551723008 1967 5467
722974582966214656 1646 4235
722613351520608256 1721 5132
721503162398597120 1968 4809
721001180231503872 646 2615
720785406564900865 805 3222
720775346191278080 711 2569
720415127506415616 1577 4278
720389942216527872 2640 6611
720340705894408192 1028 2966
720059472081784833 1176 4020
720043174954147842 2103 5072
719991154352222208 1832 4993
719704490224398336 1516 4707
719551379208073216 2028 5229
719367763014393856 778 2882
719339463458033665 1309 4554
719332531645071360 1000 3533
718971898235854848 1147 3607
718939241951195136 1849 5415
718631497683582976 8465 19501
718613305783398402 503 2519
718540630683709445 1064 2556
718460005985447936 550 2790
718454725339934721 1585 5031
718246886998687744 521 1994
718234618122661888 1056 4004
717841801130979328 621 2538
717790033953034240 1185 2983
717537687239008257 1929 5944
717428917016076293 473 1662
717421804990701568 878 3257
717047459982213120 2010 6481
717009362452090881 1022 3372
716802964044845056 1240 4432
716791146589110272 1604 7436
716730379797970944 449 1275
716447146686459905 6195 13519
716439118184652801 219 2444
716285507865542656 1137 2874
716080869887381504 2013 6953
715928423106027520 917 3296
715758151270801409 1500 3852
715733265223708672 1769 4830
715704790270025728 594 2892
715696743237730304 1352 4032
715680795826982913 1702 4479
715360349751484417 1651 5657
715342466308784130 719 3139
715220193576927233 687 2502
715200624753819648 1981 5299
715009755312439296 1296 4311
714982300363173890 1080 3882
714962719905021952 4483 7612
714957620017307648 1485 4271
714631576617938945 1053 3381
714606013974974464 970 3755
714485234495041536 1214 2799
714258258790387713 753 3129
714251586676113411 877 3379
714214115368108032 922 2350
714141408463036416 1474 4463
713919462244790272 815 3392
713909862279876608 569 1980
713900603437621249 775 2941
713761197720473600 1443 5049
713411074226274305 1360 4570
713177543487135744 2963 7460
713175907180089344 1530 4615
712809025985978368 7062 19201
712717840512598017 5249 12781
712668654853337088 1274 4306
712438159032893441 1641 5513
712309440758808576 25 252
712097430750289920 1089 3925
712092745624633345 941 3044
712085617388212225 507 3366
712065007010385924 660 2344
711998809858043904 131 0
711968124745228288 2431 8348
711743778164514816 1034 2941
711732680602345472 4339 9196
711694788429553666 19232 33994
711652651650457602 964 4004
711363825979756544 1189 3793
711306686208872448 769 3429
711008018775851008 646 3100
710997087345876993 1457 4717
710844581445812225 724 2641
710833117892898816 559 2787
710658690886586372 591 2390
710609963652087808 2479 4965
710588934686908417 1964 4704
710296729921429505 776 2455
710283270106132480 541 2218
710272297844797440 1316 4706
710269109699739648 1182 2488
710153181850935296 936 3011
710140971284037632 933 2865
710117014656950272 2096 5693
709918798883774466 1118 3096
709901256215666688 105 697
709852847387627521 1256 3634
709566166965075968 1263 3667
709556954897764353 1115 3409
709519240576036864 246 1543
709449600415961088 606 2315
709409458133323776 723 2710
709225125749587968 599 2497
709207347839836162 6145 13035
709198395643068416 672 2513
709179584944730112 701 2077
709158332880297985 440 2116
709042156699303936 1722 4929
708853462201716736 691 1856
708845821941387268 945 3094
708834316713893888 531 1754
708810915978854401 7301 17082
708738143638450176 860 2843
708711088997666817 756 2645
708479650088034305 705 2643
708469915515297792 861 3203
708400866336894977 10658 16569
708356463048204288 1395 3733
708349470027751425 772 2436
708149363256774660 1611 4426
708130923141795840 880 3517
708119489313951744 1028 2776
708109389455101952 568 2000
708026248782585858 2011 4519
707995814724026368 1179 3246
707983188426153984 2 51
707969809498152960 1019 2800
707776935007539200 994 3403
707741517457260545 644 2586
707738799544082433 2607 4246
707693576495472641 1050 3560
707629649552134146 928 2672
707610948723478529 6737 17579
707420581654872064 725 2359
707411934438625280 622 2371
707387676719185920 1363 3632
707377100785885184 1136 3405
707315916783140866 674 2567
707297311098011648 831 2877
707059547140169728 710 2677
707038192327901184 832 2268
707021089608753152 1437 4222
707014260413456384 624 2387
706904523814649856 8242 15123
706901761596989440 627 2143
706681918348251136 1018 3452
706644897839910912 1154 2674
706593038911545345 658 2236
706538006853918722 1485 3589
706516534877929472 1085 3212
706346369204748288 968 3577
706310011488698368 8404 22136
706291001778950144 491 1765
706265994973601792 969 2835
706169069255446529 2343 4045
706166467411222528 1687 5335
706153300320784384 401 1539
705975130514706432 770 3220
705970349788291072 932 3250
705898680587526145 583 2457
705786532653883392 551 2014
705591895322394625 1214 3285
705475953783398401 966 3059
705442520700944385 1725 4609
705428427625635840 1772 3954
705239209544720384 781 3108
705223444686888960 846 2670
705102439679201280 536 2235
705066031337840642 634 2253
704871453724954624 1168 4427
704859558691414016 573 2336
704847917308362754 1613 5289
704819833553219584 1043 2736
704761120771465216 3048 6876
704499785726889984 1052 3039
704491224099647488 84 792
704480331685040129 1111 3522
704364645503647744 3736 8312
704347321748819968 364 1652
704134088924532736 493 1563
704113298707505153 592 1922
704054845121142784 952 3032
703774238772166656 488 1906
703769065844768768 1199 3406
703631701117943808 722 2698
703611486317502464 1591 4002
703425003149250560 1451 3935
703407252292673536 732 2542
703382836347330562 1191 3641
703356393781329922 405 1986
703268521220972544 570 2041
703079050210877440 3263 7682
703041949650034688 13205 27345
702932127499816960 759 2689
702899151802126337 478 1672
702684942141153280 1138 3343
702671118226825216 589 2284
702598099714314240 3608 12647
702539513671897089 1007 2982
702332542343577600 1643 3313
702321140488925184 1087 3404
702276748847800320 806 2567
702217446468493312 1403 4980
701981390485725185 1045 3579
701952816642965504 1076 3966
701889187134500865 1448 3680
701805642395348998 1782 3561
701601587219795968 480 2167
701570477911896070 978 2923
701545186879471618 644 2761
701214700881756160 5380 12667
700890391244103680 603 2297
700864154249383937 644 2684
700847567345688576 526 2521
700796979434098688 1008 2527
700747788515020802 9857 23719
700518061187723268 846 2734
700505138482569216 598 2375
700462010979500032 1894 4295
700167517596164096 784 2741
700151421916807169 700 2316
700143752053182464 2884 7819
700062718104104960 731 2750
700029284593901568 613 2150
700002074055016451 1413 3441
699801817392291840 1011 3181
699788877217865730 525 2319
699779630832685056 1311 2872
699775878809702401 637 2028
699691744225525762 4847 10637
699446877801091073 2750 6173
699434518667751424 534 2246
699423671849451520 348 1425
699413908797464576 647 2153
699370870310113280 459 1957
699323444782047232 910 3283
699088579889332224 664 2329
699079609774645248 690 2547
699072405256409088 1251 3121
699060279947165696 1899 3924
699036661657767936 1259 2705
698989035503689728 1034 3502
698953797952008193 956 2802
698907974262222848 658 2634
698710712454139905 717 2566
698703483621523456 399 1508
698635131305795584 356 1339
698549713696649216 651 2416
698355670425473025 477 1942
698342080612007937 996 2348
698262614669991936 2116 4933
698195409219559425 6274 17402
698178924120031232 783 2916
697995514407682048 351 1588
697990423684476929 1363 3414
697943111201378304 722 2491
697881462549430272 1255 3134
697630435728322560 567 1819
697616773278015490 1066 3278
697596423848730625 1327 3152
697575480820686848 524 2120
697516214579523584 1187 2154
697482927769255936 707 2511
697463031882764288 1456 3540
697270446429966336 1964 4854
697259378236399616 1049 3419
697255105972801536 1218 3138
697242256848379904 703 2611
696900204696625153 1074 3305
696894894812565505 708 2429
696886256886657024 1897 5033
696877980375769088 744 2530
696754882863349760 376 1538
696744641916489729 987 2149
696713835009417216 678 2464
696518437233913856 1788 4040
696490539101908992 151 1266
696488710901260288 1084 2638
696405997980676096 1203 3342
696100768806522880 701 2010
695816827381944320 1229 3122
695794761660297217 818 3305
695767669421768709 790 1945
695629776980148225 2213 4735
695446424020918272 1908 4547
695409464418041856 3763 8988
695314793360662529 1543 3777
695095422348574720 649 2742
695074328191332352 1167 2956
695064344191721472 633 1671
695051054296211456 830 2763
694925794720792577 961 2798
694905863685980160 979 2859
694669722378485760 15229 37115
694356675654983680 301 1569
694352839993344000 654 2127
694342028726001664 507 1634
694329668942569472 524 2086
694206574471057408 2138 4346
694183373896572928 980 3061
694001791655137281 1085 3527
693993230313091072 424 1944
693942351086120961 386 1803
693647888581312512 623 2807
693644216740769793 131 1396
693642232151285760 433 2636
693629975228977152 838 2548
693622659251335168 389 1605
693590843962331137 2078 5253
693582294167244802 268 1710
693486665285931008 666 1849
693280720173801472 1302 3497
693267061318012928 856 2480
693262851218264065 524 2324
693231807727280129 769 2982
693155686491000832 3379 8177
693109034023534592 647 1786
693095443459342336 486 1951
692919143163629568 789 2766
692905862751522816 923 2533
692901601640583168 633 1852
692894228850999298 851 2370
692828166163931137 924 2995
692752401762250755 3824 7092
692568918515392513 1618 4522
692535307825213440 1432 3316
692530551048294401 438 1917
692423280028966913 240 1535
692417313023332352 3667 9693
692187005137076224 861 2628
692158366030913536 830 2232
692142790915014657 414 1709
692041934689402880 1343 3532
692017291282812928 1004 2980
691820333922455552 1751 4102
691793053716221953 4435 8443
691756958957883396 1072 3004
691675652215414786 530 2022
691483041324204033 593 2473
691459709405118465 1214 4211
691444869282295808 889 2753
691416866452082688 8067 20060
691321916024623104 693 2675
691096613310316544 929 3070
691090071332753408 353 1779
690989312272396288 3021 6128
690959652130045952 1322 3726
690938899477221376 2100 4277
690932576555528194 1081 3410
690735892932222976 1341 3937
690728923253055490 542 2260
690690673629138944 845 2417
690649993829576704 293 1361
690607260360429569 17 305
690597161306841088 636 2041
690400367696297985 475 1947
690374419777196032 906 3397
690360449368465409 942 2750
690348396616552449 543 1568
690248561355657216 434 1747
690021994562220032 1093 2898
690015576308211712 780 2607
690005060500217858 1784 3811
689999384604450816 394 1484
689993469801164801 478 1519
689977555533848577 470 1423
689905486972461056 729 2518
689877686181715968 1244 3149
689835978131935233 793 2250
689661964914655233 978 3327
689659372465688576 4085 10761
689623661272240129 677 2317
689599056876867584 5839 12074
689557536375177216 484 2129
689517482558820352 1512 3533
689289219123089408 994 2345
689283819090870273 1161 3416
689280876073582592 752 2073
689275259254616065 259 1202
689255633275777024 1141 2659
689154315265683456 1056 3184
689143371370250240 539 2103
688916208532455424 918 2848
688908934925697024 818 2197
688898160958271489 832 2188
688894073864884227 733 2328
688828561667567616 393 1434
688804835492233216 205 1004
688789766343622656 699 2310
688547210804498433 739 2717
688519176466644993 775 2405
688385280030670848 4703 9649
688211956440801280 877 2318
688179443353796608 619 2203
688116655151435777 823 2943
688064179421470721 380 1802
687841446767013888 2670 5678
687826841265172480 1188 2837
687818504314159109 1003 2598
687807801670897665 742 2494
687732144991551489 696 1838
687704180304273409 884 2539
687664829264453632 536 2013
687494652870668288 606 1978
687480748861947905 253 1657
687476254459715584 562 2054
687460506001633280 570 2133
687399393394311168 663 1966
687317306314240000 9653 20879
687312378585812992 2007 4534
687127927494963200 2419 5673
687124485711986689 526 2254
687109925361856513 2605 6042
687102708889812993 1041 2428
687096057537363968 636 2337
686947101016735744 3358 8956
686760001961103360 1457 3660
686749460672679938 1541 3611
686730991906516992 1267 4317
686683045143953408 849 2920
686618349602762752 1441 3833
686606069955735556 574 1974
686394059078897668 716 1808
686386521809772549 928 3385
686377065986265092 594 2296
686358356425093120 717 2281
686286779679375361 1756 4154
686050296934563840 767 2290
686035780142297088 129 1203
686034024800862208 1228 3234
686007916130873345 447 2581
686003207160610816 674 1893
685973236358713344 552 2196
685943807276412928 634 1688
685906723014619143 3080 7814
685681090388975616 134 2112
685667379192414208 603 2435
685663452032069632 1545 3384
685641971164143616 827 3048
685547936038666240 16601 34254
685532292383666176 1218 3157
685325112850124800 4211 9849
685321586178670592 680 2752
685315239903100929 1145 3479
685307451701334016 465 2152
685268753634967552 1272 3223
685198997565345792 702 2427
685169283572338688 1503 4253
684969860808454144 398 2460
684959798585110529 3311 7079
684940049151070208 1101 3346
684926975086034944 492 3635
684914660081053696 1548 3651
684902183876321280 561 1957
684880619965411328 867 2184
684830982659280897 22837 36387
684800227459624960 1056 2825
684594889858887680 3731 9272
684588130326986752 1489 4270
684567543613382656 1298 3128
684538444857667585 1008 2743
684481074559381504 1235 4037
684460069371654144 588 2062
684241637099323392 3506 8468
684225744407494656 224 1281
684222868335505415 1455 3980
684200372118904832 1085 2245
684195085588783105 548 1990
684188786104872960 1243 3616
684177701129875456 710 2096
684147889187209216 1578 3096
684122891630342144 499 2074
684097758874210310 1520 4272
683857920510050305 1181 3952
683852578183077888 370 2007
683849932751646720 1037 2722
683834909291606017 1170 2720
683828599284170753 1121 2916
683773439333797890 1433 3471
683742671509258241 3509 6753
683515932363329536 3086 7634
683498322573824003 1019 3291
683481228088049664 1053 2744
683462770029932544 709 2519
683449695444799489 1702 4055
683391852557561860 2515 7913
683357973142474752 993 3044
683142553609318400 1101 3000
683111407806746624 962 3522
683098815881154561 698 2250
683078886620553216 593 2062
683030066213818368 771 2232
682962037429899265 17644 38363
682808988178739200 190 1843
682788441537560576 1183 2566
682750546109968385 463 1582
682697186228989953 380 1367
682662431982772225 1145 3167
682638830361513985 637 2133
682429480204398592 1233 3566
682406705142087680 1866 7879
682393905736888321 722 2322
682389078323662849 495 1727
682303737705140231 1060 3188
682259524040966145 1283 4328
682242692827447297 1250 3386
682088079302213632 10446 18962
682059653698686977 1786 5141
682047327939461121 1018 3327
682032003584274432 2131 6839
682003177596559360 1623 3275
681981167097122816 1090 2904
681891461017812993 868 2558
681694085539872773 4292 13260
681679526984871937 475 1837
681654059175129088 980 2733
681610798867845120 503 1986
681579835668455424 1375 3687
681523177663676416 6139 14859
681340665377193984 295 1700
681339448655802368 4301 9645
681320187870711809 794 2750
681302363064414209 1935 4096
681297372102656000 1017 3327
681281657291280384 1167 3336
681261549936340994 290 1513
681242418453299201 570 1556
681231109724700672 513 2493
681193455364796417 1566 3856
680970795137544192 707 2517
680959110691590145 2116 4726
680940246314430465 1116 3341
680934982542561280 464 2153
680913438424612864 654 2488
680889648562991104 384 1832
680836378243002368 1406 3588
680805554198020098 699 2234
680801747103793152 872 2457
680798457301471234 1102 2963
680609293079592961 751 2735
680583894916304897 1425 3760
680497766108381184 2010 4393
680494726643068929 510 1783
680473011644985345 788 2643
680440374763077632 535 1510
680221482581123072 306 1514
680206703334408192 1249 2941
680191257256136705 531 2225
680176173301628928 1658 4042
680161097740095489 779 2408
680145970311643136 1848 3750
680130881361686529 1002 2365
680115823365742593 956 2808
680100725817409536 1444 3697
680085611152338944 9458 13242
680070545539371008 928 2673
679877062409191424 683 2047
679872969355714560 699 2261
679862121895714818 655 2546
679854723806179328 1304 2963
679844490799091713 805 2457
679828447187857408 14838 37544
679777920601223168 1176 3194
679736210798047232 838 2165
679729593985699840 868 2242
679722016581222400 495 1712
679530280114372609 2195 4932
679527802031484928 763 2738
679511351870550016 1341 3491
679503373272485890 1555 3247
679475951516934144 672 2163
679462823135686656 19878 32831
679405845277462528 1269 2454
679158373988876288 8547 22155
679148763231985668 1089 2869
679132435750195208 1223 3065
679111216690831360 2698 6167
679062614270468097 8663 17628
679047485189439488 715 2324
679001094530465792 1305 2920
678991772295516161 1243 2397
678969228704284672 486 1698
678800283649069056 952 2664
678798276842360832 1252 3585
678774928607469569 967 2889
678767140346941444 1440 3655
678764513869611008 502 1695
678755239630127104 3484 7372
678740035362037760 1787 3873
678708137298427904 2547 5748
678675843183484930 1559 2968
678643457146150913 445 2117
678446151570427904 1645 4123
678424312106393600 2672 5586
678410210315247616 1919 4372
678399652199309312 33409 81629
678396796259975168 443 1640
678389028614488064 441 1930
678380236862578688 960 2522
678341075375947776 566 1784
678334497360859136 271 1344
678278586130948096 6389 11813
678255464182861824 391 1637
678023323247357953 403 1989
678021115718029313 6710 14146
677961670166224897 1772 3524
677918531514703872 431 1392
677895101218201600 2219 4981
677716515794329600 1013 3148
677700003327029250 1522 3493
677698403548192770 334 1264
677687604918272002 890 2551
677673981332312066 1573 3439
677662372920729601 1022 2006
677644091929329666 837 1918
677573743309385728 760 2204
677565715327688705 480 1330
677557565589463040 1217 2506
677547928504967168 3820 7128
677530072887205888 237 1105
677335745548390400 1873 3127
677334615166730240 307 1389
677331501395156992 245 1125
677328882937298944 1572 3729
677314812125323265 558 1685
677301033169788928 430 1277
677269281705472000 740 2051
677228873407442944 1717 3643
677187300187611136 967 2802
676975532580409345 1123 2862
676957860086095872 844 2274
676949632774234114 417 1344
676948236477857792 911 2229
676946864479084545 394 1755
676942428000112642 792 2127
676936541936185344 5121 13048
676916996760600576 1878 3049
676897532954456065 751 2315
676864501615042560 741 2156
676821958043033607 16311 23656
676819651066732545 695 1852
676811746707918848 443 1450
676776431406465024 2096 5132
676617503762681856 1027 2969
676613908052996102 205 1111
676606785097199616 458 1925
676603393314578432 400 1191
676593408224403456 2252 4686
676590572941893632 130 936
676588346097852417 830 2383
676582956622721024 290 1232
676575501977128964 1166 2655
676533798876651520 582 1920
676496375194980353 557 1556
676470639084101634 4865 11874
676440007570247681 693 1758
676430933382295552 360 1428
676263575653122048 575 2126
676237365392908289 305 1254
676219687039057920 32352 77271
676215927814406144 607 1784
676191832485810177 1075 2331
676146341966438401 690 1965
676121918416756736 1205 2202
676101918813499392 1210 2880
676098748976615425 1496 3072
676089483918516224 448 1346
675898130735476737 596 1659
675891555769696257 902 2172
675888385639251968 1002 2427
675878199931371520 1455 4257
675870721063669760 596 1672
675853064436391936 1347 2740
675849018447167488 154 960
675845657354215424 921 2325
675822767435051008 557 1554
675820929667219457 239 1071
675798442703122432 3513 10450
675781562965868544 491 1656
675740360753160193 360 1193
675710890956750848 853 1927
675707330206547968 722 2021
675706639471788032 102 656
675534494439489536 433 1856
675531475945709568 398 1205
675522403582218240 296 1060
675517828909424640 473 1324
675501075957489664 6020 17462
675497103322386432 1346 3199
675489971617296384 622 1327
675483430902214656 1006 1872
675432746517426176 590 1556
675372240448454658 528 1721
675362609739206656 236 1068
675354435921575936 17822 33354
675349384339542016 2335 3982
675334060156301312 1341 2830
675166823650848770 1667 3676
675153376133427200 2693 6387
675149409102012420 1734 3799
675147105808306176 247 960
675146535592706048 325 1212
675145476954566656 933 2169
675135153782571009 510 1319
675113801096802304 807 1983
675111688094527488 260 982
675109292475830276 1174 2843
675047298674663426 339 1075
675015141583413248 1240 2753
675006312288268288 232 1004
675003128568291329 488 1580
674999807681908736 1135 2282
674805413498527744 366 871
674800520222154752 887 3060
674793399141146624 1121 2543
674790488185167872 255 1119
674788554665512960 217 824
674781762103414784 1243 2028
674774481756377088 486 1139
674767892831932416 817 1856
674764817387900928 245 795
674754018082705410 462 1381
674752233200820224 481 1479
674743008475090944 570 1428
674742531037511680 52 496
674739953134403584 406 1129
674737130913071104 96 661
674690135443775488 482 1163
674670581682434048 671 1634
674664755118911488 263 940
674646392044941312 509 1454
674644256330530816 277 1040
674638615994089473 596 1705
674632714662858753 598 1523
674606911342424069 102 950
674468880899788800 2116 6312
674447403907457024 365 1080
674436901579923456 405 1124
674422304705744896 551 1452
674416750885273600 145 690
674410619106390016 479 1215
674394782723014656 590 1516
674372068062928900 322 856
674330906434379776 76 569
674318007229923329 528 1434
674307341513269249 7158 11458
674291837063053312 6051 14916
674271431610523648 749 1590
674269164442398721 232 915
674265582246694913 875 1664
674262580978937856 464 1322
674255168825880576 571 1484
674082852460433408 174 762
674075285688614912 297 993
674063288070742018 2264 6442
674053186244734976 1332 3357
674051556661161984 496 1462
674045139690631169 654 1436
674042553264685056 132 731
674038233588723717 423 1116
674036086168010753 217 854
674024893172875264 1257 1798
674019345211760640 307 1148
674014384960745472 662 1576
674008982932058114 365 1212
673956914389192708 984 1967
673919437611909120 377 1180
673906403526995968 1654 3224
673887867907739649 256 937
673716320723169284 769 3115
673715861853720576 2136 3579
673711475735838725 303 1045
673709992831262724 281 857
673708611235921920 297 1094
673707060090052608 401 1106
673705679337693185 410 1268
673700254269775872 585 1450
673697980713705472 1999 3833
673689733134946305 666 1747
673688752737402881 505 1271
673686845050527744 449 1446
673680198160809984 479 1381
673662677122719744 367 1266
673656262056419329 247 720
673636718965334016 366 1116
673612854080196609 737 1607
673583129559498752 372 1199
673580926094458881 274 840
673576835670777856 572 1396
673363615379013632 311 1031
673359818736984064 685 1466
673355879178194945 591 1500
673352124999274496 547 1664
673350198937153538 218 751
673345638550134785 1304 2532
673343217010679808 277 979
673342308415348736 597 1284
673320132811366400 8115 13579
673317986296586240 265 881
673295268553605120 3233 7581
673270968295534593 374 1071
673240798075449344 747 1433
673213039743795200 860 2268
673148804208660480 644 1702
672997845381865473 735 1982
672995267319328768 304 963
672988786805112832 299 991
672984142909456390 552 1263
672980819271634944 1027 1835
672975131468300288 931 1692
672970152493887488 364 951
672968025906282496 557 1327
672964561327235073 651 1430
672902681409806336 516 1376
672898206762672129 430 908
672884426393653248 846 1556
672877615439593473 375 1041
672834301050937345 578 1321
672828477930868736 504 1265
672640509974827008 327 979
672622327801233409 504 1305
672614745925664768 598 1226
672609152938721280 397 1121
672604026190569472 404 1116
672594978741354496 619 1334
672591762242805761 342 955
672591271085670400 186 728
672538107540070400 372 1033
672523490734551040 174 645
672488522314567680 446 1118
672482722825261057 611 1144
672481316919734272 127 721
672475084225949696 714 1436
672466075045466113 550 1362
672272411274932228 3456 6492
672267570918129665 628 1509
672264251789176834 343 1147
672256522047614977 1581 2826
672254177670729728 754 1434
672248013293752320 623 1728
672245253877968896 162 687
672239279297454080 328 900
672231046314901505 1037 1844
672222792075620352 214 784
672205392827572224 1174 2273
672169685991993344 374 1025
672160042234327040 364 878
672139350159835138 722 1755
672125275208069120 1159 2417
672095186491711488 373 1006
672082170312290304 374 944
672068090318987265 525 1293
671896809300709376 4237 8527
671891728106971137 582 1340
671882082306625538 1402 3486
671879137494245376 691 1432
671874878652489728 567 1254
671866342182637568 507 1123
671855973984772097 454 910
671789708968640512 3548 7100
671768281401958400 534 1193
671763349865160704 943 1693
671744970634719232 785 1355
671743150407421952 236 744
671735591348891648 768 1459
671729906628341761 4419 8548
671561002136281088 7346 12886
671550332464455680 210 919
671547767500775424 606 1360
671544874165002241 1064 1986
671542985629241344 573 1096
671538301157904385 401 932
671536543010570240 416 1184
671533943490011136 590 1025
671528761649688577 263 847
671520732782923777 534 1409
671518598289059840 293 955
671511350426865664 735 1615
671504605491109889 3600 7056
671497587707535361 453 924
671488513339211776 479 1016
671486386088865792 208 579
671485057807351808 235 761
671390180817915904 743 1431
671362598324076544 297 1114
671357843010908160 150 401
671355857343524864 116 484
671347597085433856 436 960
671186162933985280 216 737
671182547775299584 351 1123
671166507850801152 356 879
671163268581498880 1125 1670
671159727754231808 82 376
671154572044468225 222 716
671151324042559489 158 670
671147085991960577 229 676
671141549288370177 665 1169
671138694582165504 411 929
671134062904504320 199 751
671122204919246848 2556 3502
671115716440031232 790 1371
671109016219725825 448 1151
670995969505435648 298 1106
670842764863651840 8869 24722
670840546554966016 196 593
670838202509447168 707 1115
670833812859932673 128 449
670832455012716544 222 736
670826280409919488 4122 5576
670823764196741120 197 781
670822709593571328 97 615
670815497391357952 1562 3189
670811965569282048 275 1138
670807719151067136 500 1165
670804601705242624 976 1975
670803562457407488 88 347
670797304698376195 241 739
670792680469889025 285 833
670789397210615808 245 665
670786190031921152 204 608
670783437142401025 402 824
670782429121134593 784 1571
670780561024270336 292 789
670778058496974848 74 330
670764103623966721 429 1078
670755717859713024 112 442
670733412878163972 522 971
670727704916926465 366 832
670717338665226240 504 1216
670704688707301377 376 773
670691627984359425 248 594
670679630144274432 288 752
670676092097810432 44 249
670668383499735048 5117 10758
670474236058800128 769 1527
670468609693655041 86 354
670465786746662913 560 974
670452855871037440 208 552
670449342516494336 674 1196
670444955656130560 2010 6761
670442337873600512 202 646
670435821946826752 524 1059
670434127938719744 656 1405
670433248821026816 114 329
670428280563085312 636 1387
670427002554466305 166 522
670421925039075328 641 1313
670420569653809152 321 629
670417414769758208 319 572
670411370698022913 912 2026
670408998013820928 229 557
670403879788544000 160 436
670385711116361728 213 561
670374371102445568 274 747
670361874861563904 69 329
670338931251150849 113 423
670319130621435904 1239 3879
670303360680108032 138 430
670290420111441920 292 706
670093938074779648 339 1028
670086499208155136 256 700
670079681849372674 1257 2226
670073503555706880 804 1583
670069087419133954 245 628
670061506722140161 347 769
670055038660800512 336 671
670046952931721218 180 647
670040295598354432 114 756
670037189829525505 280 592
670003130994700288 93 333
669993076832759809 86 327
669972011175813120 161 448
669970042633789440 62 303
669942763794931712 168 505
669926384437997569 106 374
669923323644657664 58 234
669753178989142016 406 818
669749430875258880 65 268
669684865554620416 90 519
669683899023405056 112 390
669682095984410625 136 351
669680153564442624 295 669
669661792646373376 445 805
669625907762618368 1842 3547
669603084620980224 367 953
669597912108789760 152 514
669583744538451968 938 1501
669573570759163904 143 436
669571471778410496 1034 1599
669567591774625800 56 236
669564461267722241 127 387
669393256313184256 78 369
669375718304980992 739 1336
669371483794317312 184 496
669367896104181761 160 468
669363888236994561 231 624
669359674819481600 127 370
669354382627049472 1293 2717
669353438988365824 266 649
669351434509529089 190 439
669328503091937280 424 1024
669327207240699904 118 578
669324657376567296 211 501
669216679721873412 409 1196
669214165781868544 169 441
669203728096960512 486 1008
669037058363662336 318 660
669015743032369152 379 741
669006782128353280 251 579
669000397445533696 6460 20994
668994913074286592 234 441
668992363537309700 352 747
668989615043424256 334 683
668988183816871936 477 900
668986018524233728 171 557
668981893510119424 314 540
668979806671884288 354 802
668975677807423489 588 1308
668967877119254528 24 145
668960084974809088 242 706
668955713004314625 72 283
668932921458302977 59 266
668902994700836864 102 321
668892474547511297 154 397
668872652652679168 304 532
668852170888998912 169 457
668826086256599040 139 434
668815180734689280 275 578
668779399630725120 376 708
668655139528511488 222 536
668645506898350081 537 895
668643542311546881 539 883
668641109086707712 547 1079
668636665813057536 496 1045
668633411083464705 1673 2822
668631377374486528 323 720
668627278264475648 118 320
668625577880875008 137 389
668623201287675904 784 1436
668620235289837568 43 204
668614819948453888 317 615
668587383441514497 1094 1676
668567822092664832 57 246
668544745690562560 231 518
668542336805281792 219 459
668537837512433665 77 252
668528771708952576 231 462
668507509523615744 109 328
668496999348633600 135 416
668484198282485761 239 430
668480044826800133 150 461
668466899341221888 524 886
668297328638447616 298 621
668291999406125056 31 244
668286279830867968 138 505
668274247790391296 232 825
668268907921326080 239 555
668256321989451776 626 1314
668248472370458624 496 995
668237644992782336 2885 6224
668226093875376128 105 299
668221241640230912 200 513
668204964695683073 197 554
668190681446379520 198 654
668171859951755264 196 493
668154635664932864 320 497
668142349051129856 285 569
668113020489474048 245 671
667937095915278337 797 1263
667924896115245057 113 302
667915453470232577 56 208
667911425562669056 308 494
667902449697558528 379 853
667886921285246976 1104 1889
667885044254572545 492 815
667878741721415682 121 391
667873844930215936 409 627
667866724293877760 1040 3001
667861340749471744 78 239
667832474953625600 63 291
667806454573760512 497 1050
667801013445750784 97 329
667793409583771648 334 697
667782464991965184 246 409
667773195014021121 57 236
667766675769573376 217 441
667728196545200128 152 378
667724302356258817 320 481
667550904950915073 35 0
